book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
1617296740,Programming Languages,Python,978-1416602842,Artificial Intelligence in Finance: A Python-Based Guide,Yves Hilpisch,45.99,2020-11-17,O'Reilly Media,4.4,47
3036532080,Web Development & Design,Web Services,978-1118739327,"Mastering API Architecture: Design, Operate, and Evolve API-Based Systems",James Gough,45.99,2022-11-22,O'Reilly Media,3.5,2
1119491800,Web Development & Design,Web Design,978-0128154793,"Liftoff!: Practical Design Leadership to Elevate Your Team, Your Organization, and You",Chris Avore,45.99,2020-07-07,Rosenfeld Media,4.6,27
1119482089,Databases & Big Data,Oracle,978-1718500686,Expert Oracle RAC 12c (The Expert's Voice),Riyaj Shamsudeen,45.96,2013-08-19,Apress,4.4,51
035763800X,Databases & Big Data,Oracle,978-1617297625,Linux Recipes for Oracle DBAs (Expert's Voice in Oracle),Darl Kuhn,45.94,2008-11-21,Apress,3.9,16
1839213507,Databases & Big Data,Data Modeling & Design,978-1933820316,Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,45.89,2019-03-29,Packt Publishing,4.2,71
1803237821,Databases & Big Data,SQL,978-1633430075,"Oracle and Open Source: Includes Perl, Linux, Tcl, Python, Apache, Java and More",Andy Duncan,45.87,2001-04-15,O'Reilly Media,5,7
1521576416,Programming Languages,C#,978-1498775670,"WPF in Action with Visual Studio 2008: Covers Visual Studio 2008, SP1 and .NET 3.5 SP1",Arlen Feldman,45.84,2008-12-16,Manning,4.1,16
1098120477,Programming Languages,Python,978-1258754532,Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,Sofien Kaabar,45.7,2022-11-22,O'Reilly Media,5,3
1492097144,Programming Languages,Python,978-0760371732,Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically,Jeff Prosise,45.7,2022-12-20,O'Reilly Media,5,1
1583473483,Computer Science,AI & Machine Learning,978-0815345688,Data Analysis for the Life Sciences with R,Rafael A. Irizarry,45.63,2016-07-25,Chapman and Hall/CRC,4.4,16
131496980,Programming Languages,Python,978-1422133316,Data Wrangling with Python: Tips and Tools to Make Your Life Easier,Jacqueline Kazil,45.53,2016-03-15,O'Reilly Media,4.1,34
596514476,Computer Science,AI & Machine Learning,978-1617296765,"Learning Deep Learning: Theory and Practice of Neural Networks, Computer Vision, Natural Language Processing, and Transformers Using TensorFlow",Magnus Ekman,45.49,2021-08-17,Addison-Wesley Professional,4.7,82
B072K2XFLC,Programming Languages,Python,978-1510752993,"Learning Deep Learning: Theory and Practice of Neural Networks, Computer Vision, Natural Language Processing, and Transformers Using TensorFlow",Magnus Ekman,45.49,2021-08-17,Addison-Wesley Professional,4.7,82
1421445190,Security & Encryption,Network Security,978-1838985837,Principles of Computer Security: CompTIA Security+ and Beyond Lab Manual (Exam SY0-601),Jonathan S. Weissman,45.49,2021-08-27,McGraw Hill TAB,5,6
321884493,Databases & Big Data,Data Mining,978-1098103019,The Self-Service Data Roadmap: Democratize Data and Reduce Time to Insight,Sandeep Uttamchandani,45.49,2020-10-20,O'Reilly Media,4.4,54
470277653,Programming Languages,Java,978-0071496292,Head First Java: A Brain-Friendly Guide,Kathy Sierra,45.49,2022-06-21,O'Reilly Media,4.8,105
1523000872,Web Development & Design,Web Services,978-1588296573,The Semantic Web Explained: The Technology and Mathematics behind Web 3.0,Zsolt Nagy,45.41,2014-09-11,Cambridge University Press,4.9,6
1492044075,Web Development & Design,User Experience & Usability,978-0071790154,Quantifying the User Experience: Practical Statistics for User Research,Jeff Sauro,45.39,2016-08-10,Morgan Kaufmann,4.5,65
596100736,Web Development & Design,Content Management,978-1934356623,"CAPM/PMP Project Management Certification All-In-One Exam Guide, Fourth Edition",Joseph Phillips,45.33,2018-05-10,McGraw Hill TAB,4.5,379
596002734,Web Development & Design,Web Services,978-0367534714,RESTful Web API Patterns and Practices Cookbook: Connecting and Orchestrating Microservices and Distributed Data,Mike Amundsen,45.3,2022-11-22,O'Reilly Media,4,1
1788995090,Security & Encryption,Encryption,978-1838551063,Modern Cryptography: Theory and Practice,Wenbo Mao,45.29,2003-01-01,Pearson P T R,4.1,18
1593276044,Databases & Big Data,Oracle,978-1071608791,Oracle Wait Interface: A Practical Guide to Performance Diagnostics and Tuning (Oracle Press),Richmond Shee,45.14,2004-07-16,McGraw Hill TAB,4.4,45
1118890795,Programming Languages,Java,978-1449369415,Kotlin Cookbook: A Problem-Focused Approach,Ken Kousen,45.09,2019-12-24,O'Reilly Media,4.4,45
1118879368,Web Development & Design,Programming,978-1617297007,"Design and Build Great Web APIs: Robust, Reliable, and Resilient",Mike Amundsen,45.03,2020-10-27,Pragmatic Bookshelf,4.3,24
B086YNSWQT,Databases & Big Data,Data Modeling & Design,978-9811203299,A Primer on Partial Least Squares Structural Equation Modeling (PLS-SEM),Joe Hair,45,2021-07-23,"SAGE Publications, Inc",5,10
149207652X,Programming Languages,Java,978-1013488801,OCA: Oracle Certified Associate Java SE 8 Programmer I Study Guide: Exam 1Z0-808,Jeanne Boyarsky,45,2014-12-31,Sybex,4.5,575
131315099,Computer Science,AI & Machine Learning,978-1260452778,Art in the Age of Machine Learning (Leonardo),Sofian Audry,45,2021-11-23,The MIT Press,4.5,4
1119561450,Computer Science,AI & Machine Learning,978-1491960202,Elements of Causal Inference: Foundations and Learning Algorithms (Adaptive Computation and Machine Learning series),Jonas Peters,45,2017-11-29,The MIT Press,4.7,48
1491918055,Computer Science,AI & Machine Learning,978-1631068478,What Computers Still Can't Do: A Critique of Artificial Reason,Hubert L. Dreyfus,45,1992-10-30,The MIT Press,4.6,33
1478736755,Security & Encryption,Privacy & Online Safety,978-1680502725,Malicious Cryptography: Exposing Cryptovirology,Moti Yung,45,2004-02-27,Wiley,4.2,11
136156746,Programming Languages,Java,978-1617294693,Scala for the Impatient,Cay Horstmann,44.99,2016-12-15,Addison-Wesley Professional,4.5,83
367610116,Computer Science,Systems Analysis & Design,978-0387950723,Specifying Systems: The TLA+ Language and Tools for Hardware and Software Engineers,Leslie Lamport,44.99,2002-07-19,Addison-Wesley Professional,4.8,30
180323461X,Security & Encryption,Network Security,978-1423221692,Cybersecurity Myths and Misconceptions: Avoiding the Hazards and Pitfalls that Derail Us,Eugene Spafford,44.99,2023-01-23,Addison-Wesley Professional,5,3
805841199,Databases & Big Data,Oracle,978-0134893754,Oracle Insights: Tales of the Oak Table (Oaktable Press),Dave Ensor,44.99,2004-07-30,Apress,4.4,15
1119885361,Web Development & Design,Web Services,978-1784392512,Pro PowerShell for Amazon Web Services,Steven Armentrout,44.99,2019-09-21,Apress,3.6,3
1634624890,Programming Languages,Ada,978-0321776402,Beginning .NET Game Programming in C#,David Weller,44.99,2004-02-02,Apress,4.1,15
1491952024,Computer Science,Information Theory,978-1617295621,A First Course in Network Science,Filippo Menczer,44.99,2020-02-06,Cambridge University Press,4.7,81
8269211508,Programming Languages,Python,978-0132938310,Learning Scientific Programming with Python,Christian Hill,44.99,2020-12-10,Cambridge University Press,4.5,59
596007701,Databases & Big Data,Data Modeling & Design,978-1119461104,Mobile Data Visualization (AK Peters Visualization Series),Bongshin Lee,44.99,2021-12-22,Chapman and Hall/CRC,5,1
128021209,Programming Languages,Python,978-1617294433,Deep Learning with Python,Francois Chollet,44.99,2017-12-22,Manning,4.5,1396
134498372,Computer Science,AI & Machine Learning,978-1852339586,Think Like a Data Scientist: Tackle the data science process step-by-step,Brian Godsey,44.99,2017-04-02,Manning,4.5,35
136905692,Web Development & Design,Programming,979-8410695930,The Design of Web APIs,Arnaud Lauret,44.99,2019-11-06,Manning,4.4,52
1119182972,Web Development & Design,Web Design,978-1617296598,"Rust Web Development: With warp, tokio, and reqwest",Bastian Gruber,44.99,2023-01-24,Manning,5,2
1449370195,Web Development & Design,Web Design,978-1484238783,Grokking Deep Learning,Andrew Trask,44.99,2019-01-25,Manning,4.5,144
1492049581,Programming Languages,Java,978-1617298998,Elasticsearch in Action,Radu Gheorghe,44.99,2015-03-12,Manning,4.4,50
1590595858,Programming Languages,Python,978-1589486089,"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools",Davy Cielen,44.99,2016-05-23,Manning,4.4,100
1590599004,Web Development & Design,Website Analytics,978-1492051725,Redis in Action,Dr. Josiah L Carlson,44.99,2013-06-28,Manning,3.9,26
1617294543,Programming Languages,Python,978-1941404096,Deep Learning with Python,Francois Chollet,44.99,2017-12-22,Manning,4.6,1395
1801070059,Programming Languages,Java,978-1789957211,Kafka Streams in Action: Real-time apps and microservices with the Kafka Streams API,Bill Bejeck,44.99,2018-09-16,Manning,4.4,58
1801077657,Web Development & Design,Content Management,978-1071618912,Go in Action,William Kennedy,44.99,2015-11-26,Manning,4.5,132
1803246243,Programming Languages,Java,978-0124080560,Machine Learning Systems: Designs that scale,Jeff Smith,44.99,2018-07-08,Manning,3.2,9
1838648577,Programming Languages,C#,978-1838823818,Go in Practice: Includes 70 Techniques,Matt Butcher,44.99,2016-10-01,Manning,4.5,77
1839217162,Programming Languages,CSS,978-1943872367,CSS in Depth,Keith J. Grant,44.99,2018-04-07,Manning,4.8,105
3037345985,Web Development & Design,Programming,978-1788994521,Learn PowerShell Scripting in a Month of Lunches,Don Jones,44.99,2017-11-25,Manning,4.8,257
059615979X,Programming Languages,Java,978-1615470693,Agile Metrics in Action: Measuring and Enhancing the Performance of Agile Teams,Christopher Davis,44.99,2015-07-31,Manning,3.9,18
178995617X,Programming Languages,C#,978-1484289747,C# in Depth: Fourth Edition,Jon Skeet,44.99,2019-03-23,Manning,4.6,262
1593275919,Security & Encryption,Privacy & Online Safety,978-0735623088,"CompTIA Security+ Certification Study Guide, Fourth Edition (Exam SY0-601)",Glen Clarke,44.99,2021-09-30,McGraw Hill TAB,4.6,25
3956795938,Programming Languages,CSS,978-1119524755,Stunning CSS3: A project-based guide to the latest in CSS (Voices That Matter),Zoe Mickley Gillenwater,44.99,2010-12-09,New Riders,4,34
1492052043,Programming Languages,Java,978-1783980109,"Reactive Programming with RxJava: Creating Asynchronous, Event-Based Applications",Tomasz Nurkiewicz,44.99,2016-11-22,O'Reilly Media,4.4,49
1617295914,Web Development & Design,Web Services,978-9339213671,Designing Evolvable Web APIs with ASP.NET: Harnessing the Power of the Web,Pablo Cibraro,44.99,2014-04-22,O'Reilly Media,4.5,25
1788293185,Databases & Big Data,Data Mining,978-0262046794,Database Design and Relational Theory: Normal Forms and All That Jazz,C. J. Date,44.99,2012-04-17,O'Reilly Media,4.4,24
084976257X,Computer Science,Systems Analysis & Design,978-3967300178,Rust Atomics and Locks: Low-Level Concurrency in Practice,Mara Bos,44.99,2023-02-07,O'Reilly Media,4.9,20
262037319,Security & Encryption,Encryption,978-1782167105,Everyday Cryptography: Fundamental Principles and Applications,Keith Martin,44.99,2017-06-22,OUP Oxford,4.7,55
71790152,Databases & Big Data,Data Mining,978-1804611074,Graph Data Processing with Cypher: A practical guide to building graph traversal queries using the Cypher syntax on Neo4j,Ravindranatha Anthapu,44.99,2022-12-16,Packt Publishing,4.7,8
71835881,Programming Languages,C#,978-1801077361,"C# 10 and .NET 6 – Modern Cross-Platform Development: Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF Core 6 using Visual Studio 2022 and Visual Studio Code, 6th Edition",Mark J. Price,44.99,2021-11-09,Packt Publishing,4.5,371
134285433,Security & Encryption,Hacking,978-1617295607,"Creative Projects for Rust Programmers: Build exciting projects on domains such as web apps, WebAssembly, games, and parsing",Carlo Milanesi,44.99,2020-06-19,Packt Publishing,4.2,27
137619839,Programming Languages,C & C++,978-0137644674,Template Metaprogramming with C++: Learn everything about C++ templates and unlock the power of template metaprogramming,Marius Bancila,44.99,2022-08-19,Packt Publishing,4.6,12
199936994,Databases & Big Data,Data Modeling & Design,978-1800560611,Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,Paul Houghton,44.99,2022-06-30,Packt Publishing,4.3,11
262033844,Web Development & Design,Content Management,978-3642041006,Expert Microsoft Teams Solutions: A guide to Teams architecture and integration for advanced end users and administrators,Aaron Guilmette,44.99,2022-04-29,Packt Publishing,4.7,4
323443559,Databases & Big Data,Data Modeling & Design,978-0262512305,"SQL for Data Analytics: Harness the power of SQL to extract insights from data, 3rd Edition",Jun Shan,44.99,2022-08-29,Packt Publishing,4.6,41
367572001,Programming Languages,C & C++,978-1782623328,"Deciphering Object-Oriented Programming with C++: A practical, in-depth guide to implementing object-oriented design principles to create robust code",Dorothy R. Kirk,44.99,2022-09-23,Packt Publishing,5,9
596002890,Databases & Big Data,SQL,978-1788398435,Learn PostgreSQL: Build and manage high-performance database solutions using PostgreSQL 12 and 13,Luca Ferrari,44.99,2020-10-09,Packt Publishing,4.5,35
596005431,Web Development & Design,Programming,978-3319141411,"Learn Three.js: Program 3D animations and visualizations for the web with JavaScript and WebGL, 4th Edition",Jos Dirksen,44.99,2023-02-17,Packt Publishing,4,1
672329468,Programming Languages,Python,978-1617298929,"Functional Python Programming: Use a functional approach to write succinct, expressive, and efficient Python code, 3rd Edition",Steven F. Lott,44.99,2022-12-30,Packt Publishing,4.6,14
672333325,Databases & Big Data,Data Processing,978-0684834313,Hands-On Graph Analytics with Neo4j: Perform graph processing and visualization techniques using connected data across your enterprise,Estelle Scifo,44.99,2020-08-21,Packt Publishing,4.1,23
674241592,Security & Encryption,Network Security,978-1119717911,"Mastering Veeam Backup & Replication: Secure backup with Veeam 11 for defending your data and accelerating your data protection strategy, 2nd Edition",Chris Childerhose,44.99,2022-02-11,Packt Publishing,4.5,11
1032474483,Security & Encryption,Network Security,978-1617795909,Certified Ethical Hacker (CEH) v12 312-50 Exam Guide: Keep up to date with ethical hacking trends and hone your skills with hands-on activities,Dale Meredith,44.99,2022-07-08,Packt Publishing,5,3
1098102932,Databases & Big Data,Data Modeling & Design,978-0262047821,Simplifying Data Engineering and Analytics with Delta: Create analytics-ready data that fuels artificial intelligence and business intelligence,Anindita Mahapatra,44.99,2022-07-29,Packt Publishing,4.6,16
1098113160,Databases & Big Data,Data Processing,978-1801811781,Applied Machine Learning and High-Performance Computing on AWS: Accelerate the development of machine learning applications following architectural best practices,Mani Khanuja,44.99,2022-12-30,Packt Publishing,4.7,4
1118131363,Databases & Big Data,Data Modeling & Design,978-0321573513,Hands-On SQL Server 2019 Analysis Services: Design and query tabular and multi-dimensional models using Microsoft's SQL Server Analysis Services,Steven Hughes,44.99,2020-10-22,Packt Publishing,4.5,18
1118717058,Computer Science,Information Theory,978-1838820299,Machine Learning for Streaming Data with Python: Rapidly build practical online machine learning solutions using River and other top key frameworks,Joos Korstanje,44.99,2022-07-15,Packt Publishing,4.2,9
1118851013,Databases & Big Data,Data Modeling & Design,978-1788830645,"Mastering Machine Learning Algorithms: Expert techniques for implementing popular machine learning algorithms, fine-tuning your models, and understanding how they work, 2nd Edition",Giuseppe Bonaccorso,44.99,2020-01-31,Packt Publishing,4.3,58
1119367689,Computer Science,AI & Machine Learning,978-0134763385,"Deep Learning with TensorFlow and Keras: Build and deploy supervised, unsupervised, deep, and reinforcement learning models, 3rd Edition",Amita Kapoor,44.99,2022-10-06,Packt Publishing,4.8,44
1119601746,Programming Languages,C & C++,978-0470290637,Template Metaprogramming with C++: Learn everything about C++ templates and unlock the power of template metaprogramming,Marius Bancila,44.99,2022-08-19,Packt Publishing,4.6,13
1119690137,Programming Languages,Python,979-8508489441,Hyperparameter Tuning with Python: Boost your machine learning model's performance via hyperparameter tuning,Louis Owen,44.99,2022-07-29,Packt Publishing,5,7
1119800900,Databases & Big Data,Data Processing,978-1493981267,Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,Dr. Logan Song,44.99,2022-09-20,Packt Publishing,4.9,57
1119828791,Web Development & Design,Programming,978-1098108304,"Rust Web Programming: A hands-on guide to developing, packaging, and deploying fully functional Rust web applications, 2nd Edition",Maxwell Flitton,44.99,2023-01-27,Packt Publishing,0,0
1305494601,Computer Science,Human-Computer Interaction,978-1491923078,The Insider's Guide to Arm Cortex-M Development: Leverage embedded software development tools and examples to become an efficient Cortex-M developer,Zachary Lasiuk,44.99,2022-10-27,Packt Publishing,4.5,2
1430224150,Programming Languages,Java,978-1119901099,"Learning Spring Boot 3.0: Simplify the development of production-grade applications using Java and Spring, 3rd Edition",Dave Syer,44.99,2022-12-30,Packt Publishing,4.2,6
1449357105,Databases & Big Data,Data Modeling & Design,978-9389845624,"A Definitive Guide to Apache ShardingSphere: Transform any DBMS into a distributed database with sharding, scaling, encryption features, and more",Trista Pan,44.99,2022-07-22,Packt Publishing,4.5,4
1484227212,Security & Encryption,Privacy & Online Safety,978-1846288623,"iOS Forensics for Investigators: Take mobile forensics to the next level by analyzing, extracting, and reporting sensitive evidence",Gianluca Tiepolo,44.99,2022-05-04,Packt Publishing,5,8
1492051004,Programming Languages,C & C++,978-1803243108,"Embedded Systems Architecture: Explore architectural concepts, pragmatic design patterns, and best practices to produce robust systems",Daniele Lacamera,44.99,2018-05-30,Packt Publishing,4.3,42
1492053198,Programming Languages,Java,978-0128182024,"Microservices with Spring Boot and Spring Cloud: Build resilient and scalable microservices using Spring Cloud, Istio, and Kubernetes, 2nd Edition",Magnus Larsson,44.99,2021-07-29,Packt Publishing,4.4,62
1492077445,Web Development & Design,Web Services,978-1933820668,Taking Flutter to the Web: Learn how to build cross-platform UIs for web and mobile platforms using Flutter for Web,Damodar Lohani,44.99,2022-10-28,Packt Publishing,4.6,3
1492092398,Web Development & Design,Web Design,978-9812561312,Real-World Implementation of C# Design Patterns: Overcome daily programming challenges using elements of reusable object-oriented software,Bruce M. Van Horn II,44.99,2022-10-14,Packt Publishing,4.6,3
1492093327,Databases & Big Data,Data Modeling & Design,978-1482204582,"Machine Learning Engineering on AWS: Build, scale, and secure machine learning systems and MLOps pipelines in production",Joshua Arvin Lat,44.99,2022-10-27,Packt Publishing,4.5,12
1515206467,Computer Science,Systems Analysis & Design,978-1590591345,"IoT Edge Computing with MicroK8s: A hands-on approach to building, deploying, and distributing production-ready Kubernetes on IoT and Edge platforms",Karthikeyan Shanmugam,44.99,2022-09-30,Packt Publishing,4,1
1617294535,Programming Languages,C#,978-1617298653,"Apps and Services with .NET 7: Build practical projects with Blazor, .NET MAUI, gRPC, GraphQL, and other enterprise technologies",Mark J. Price,44.99,2022-11-15,Packt Publishing,4.6,30
1617295280,Programming Languages,Python,978-0310128724,"Machine Learning Techniques for Text: Apply modern techniques with Python for text processing, dimensionality reduction, classification, and evaluation",Nikos Tsourakis,44.99,2022-10-31,Packt Publishing,4.8,6
1617296449,Databases & Big Data,Data Modeling & Design,978-3642112935,"Data Forecasting and Segmentation Using Microsoft Excel: Perform data grouping, linear predictions, and time series machine learning statistics without using code",Fernando Roque,44.99,2022-05-27,Packt Publishing,4.7,8
1617297577,Databases & Big Data,Data Modeling & Design,978-1430209690,Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,Mary-Jo Diepeveen,44.99,2022-04-29,Packt Publishing,4.2,11
1617298255,Computer Science,AI & Machine Learning,978-1541617575,"Mastering Azure Machine Learning: Execute large-scale end-to-end machine learning with Azure, 2nd Edition",Christoph Korner,44.99,2022-05-10,Packt Publishing,5,8
1617298298,Databases & Big Data,Data Modeling & Design,978-1119457893,Scalable Data Architecture with Java: Build efficient enterprise-grade data architecting solutions using Java,Sinchan Banerjee,44.99,2022-09-30,Packt Publishing,4.7,5
1718502443,Programming Languages,Python,978-1617297571,"Hands-On Data Structures and Algorithms with Python: Store, manipulate, and access data effectively and boost the performance of your applications, 3rd Edition",Dr. Basant Agarwal,44.99,2022-07-29,Packt Publishing,4.7,18
1718502486,Databases & Big Data,Data Processing,978-1492054054,Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes,Faisal Masood,44.99,2022-06-24,Packt Publishing,4.5,9
1733788506,Security & Encryption,Network Security,978-1933988382,"Mastering Linux Security and Hardening: A practical guide to protecting your Linux system from cyber attacks, 3rd Edition",Donald A. Tevault,44.99,2023-02-28,Packt Publishing,5,3
1734558539,Programming Languages,Python,978-1803246802,Designing Production-Grade and Large-Scale IoT Solutions: A comprehensive and practical guide to implementing end-to-end IoT solutions,Mohamed Abdelaziz,44.99,2022-05-26,Packt Publishing,4.8,8
1734790105,Programming Languages,Java,978-1787125421,"Learning Spring Boot 3.0: Simplify the development of production-grade applications using Java and Spring, 3rd Edition",Greg L. Turnquist,44.99,2022-12-30,Packt Publishing,4.3,7
1787286835,Programming Languages,Python,978-1680507201,Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,Manu Joseph,44.99,2022-11-24,Packt Publishing,5,11
1789134528,Programming Languages,C & C++,978-1789132304,"Embedded Systems Architecture: Design and write software for embedded devices to build safe and connected systems, 2nd Edition",Daniele Lacamera,44.99,2023-01-13,Packt Publishing,4,1
1800205813,Computer Science,Systems Analysis & Design,978-1893939943,MuleSoft for Salesforce Developers: A practitioner's guide to deploying MuleSoft APIs and integrations for Salesforce enterprise solutions,Arul Christhuraj Alphonse,44.99,2022-09-30,Packt Publishing,5,10
1800568762,Databases & Big Data,Data Modeling & Design,978-0071740647,Data Storytelling with Google Looker Studio: A hands-on guide to using Looker Studio for building compelling and effective dashboards,Sireesha Pulipati,44.99,2022-10-27,Packt Publishing,5,7
1801070032,Security & Encryption,Network Security,978-1492086895,"Mastering Palo Alto Networks: Build, configure, and deploy network solutions for your infrastructure using features of PAN-OS, 2nd Edition",Tom Piens aka 'reaper',44.99,2022-06-08,Packt Publishing,4.9,36
1801073635,Programming Languages,Python,978-1600490064,"Becoming an Enterprise Django Developer: Discover best practices, tooling, and solutions for writing and organizing Django applications in production",Michael Dinder,44.99,2022-06-27,Packt Publishing,5,10
1801815690,Programming Languages,C#,978-1680502824,"An Atypical ASP.NET Core 5 Design Patterns Guide: A SOLID adventure into architectural principles, design patterns, .NET 5, and C#",Carl-Hugo Marcotte,44.99,2020-12-31,Packt Publishing,4.1,45
1801816441,Computer Science,AI & Machine Learning,978-1098105099,"Accelerate Deep Learning Workloads with Amazon SageMaker: Train, deploy, and scale deep learning models effectively using Amazon SageMaker",Vadim Dabravolski,44.99,2022-10-28,Packt Publishing,5,5
1803230606,Security & Encryption,Privacy & Online Safety,978-1597495806,Executive's Cybersecurity Program Handbook: A comprehensive guide to building and operationalizing a complete cybersecurity program,Jason Brown,44.99,2023-02-24,Packt Publishing,0,0
1803231114,Programming Languages,C#,978-1617296444,Real-World Implementation of C# Design Patterns: Overcome daily programming challenges using elements of reusable object-oriented software,Bruce M. Van Horn II,44.99,2022-10-14,Packt Publishing,4.6,3
1803231149,Databases & Big Data,Data Processing,978-1803249902,"Hands-On Financial Modeling with Excel for Microsoft 365: Build your own practical financial models for effective forecasting, valuation, trading, and growth analysis, 2nd Edition",Shmuel Oluwa,44.99,2022-06-17,Packt Publishing,5,5
1803233567,Programming Languages,Python,978-1423228578,"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",Soledad Galli,44.99,2022-10-31,Packt Publishing,4.7,9
1803233958,Databases & Big Data,Data Processing,978-1634621045,Learn Azure Synapse Data Explorer: A guide to building real-time analytics solutions to unlock log and telemetry data,Pericles (Peri) Rocha,44.99,2023-02-17,Packt Publishing,5,5
1803234083,Databases & Big Data,Data Mining,978-1788392013,"Data Wrangling with R: Load, explore, transform and visualize data for modeling with tidyverse libraries",Gustavo R Santos,44.99,2023-02-23,Packt Publishing,5,1
1803245964,Programming Languages,Python,978-0321303479,"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure",Sherwin John C. Tragura,44.99,2022-08-30,Packt Publishing,5,4
1803246804,Programming Languages,Python,978-0262538176,Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,Manu Joseph,44.99,2022-11-24,Packt Publishing,5,10
1837630518,Databases & Big Data,Data Mining,978-0321623218,Data Analytics Using Splunk 9.x: A practical guide to implementing Splunk's features for performing data analysis at scale,Dr. Nadine Shillingford,44.99,2023-01-20,Packt Publishing,5,3
9332585229,Programming Languages,Java,978-0201749625,The Complete Coding Interview Guide in Java: An effective guide for aspiring Java developers to ace their programming interviews,Anghel Leonard,44.99,2020-08-28,Packt Publishing,4.5,56
9811480281,Programming Languages,Java,978-1138495685,"Android System Programming: Porting, customizing, and debugging Android HAL",Roger Ye,44.99,2017-05-31,Packt Publishing,4.2,19
B01JCRCQ30,Programming Languages,Python,978-0470173640,Graph Data Science with Neo4j: Learn how to use Neo4j 5 with Graph Data Science library 2.0 and its Python driver for your project,Estelle Scifo,44.99,2023-01-31,Packt Publishing,5,1
B01MUYSO5J,Programming Languages,Python,978-1838821593,"Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python, 2nd Edition",Stefan Jansen,44.99,2020-07-31,Packt Publishing,4.4,259
B07GY38Y6Y,Databases & Big Data,Oracle,978-3319961293,"Oracle Autonomous Database in Enterprise Architecture: Utilize Oracle Cloud Infrastructure Autonomous Databases for better consolidation, automation, and security",Bal Mukund Sharma,44.99,2022-12-16,Packt Publishing,4,1
B07JF5ZSLL,Programming Languages,Python,978-1789133226,Federated Learning with Python: Design and implement a federated learning system and develop applications using existing frameworks,Kiyoshi Nakayama PhD,44.99,2022-10-28,Packt Publishing,5,8
1032346183,Programming Languages,Python,978-1477309063,"Learning OpenCV 5 Computer Vision with Python: Tackle computer vision and machine learning with the newest tools, techniques and algorithms, 4th Edition",Joseph Howse,44.99,2023-03-09,Packt Publishing,0,0
1804610127,Databases & Big Data,Data Modeling & Design,978-1119473923,The AI Product Manager's Handbook: Develop a product that takes advantage of machine learning to solve AI problems,Irene Bratsis,44.99,2023-02-28,Packt Publishing,0,0
1954634986,Web Development & Design,Web Design,978-8132208532,"Reactive Web Development with Spring WebFlux: Develop reactive APIs and microservices with Spring WebFlux, Project Reactor, and Java",Kamila Santos,44.99,2023-08-09,Packt Publishing,0,0
B07CN6ZLRX,Web Development & Design,Programming,978-3036548142,"Modern Front-End Development for Rails: Hotwire, Stimulus, Turbo, and React",Noel Rappin,44.99,2022-10-18,Pragmatic Bookshelf,3.5,2
133250121,Programming Languages,Java,978-3030634889,UML for Java¿ Programmers,Robert C. Martin,44.99,2003-05-27,Prentice Hall,4.3,26
1119651778,Web Development & Design,Web Design,978-1576761700,Service Design: From Insight to Implementation,Andy Polaine,44.99,2013-03-13,Rosenfeld Media,4.3,138
1492096482,Web Development & Design,Web Design,978-1617298301,Writing Is Designing: Words and the User Experience,Nick Madden,44.99,2020-01-14,Rosenfeld Media,4.7,152
1933820977,Web Development & Design,User Experience & Usability,978-0134575988,The User's Journey: Storymapping Products That People Love,Donna Lichaw,44.99,2016-03-22,Rosenfeld Media,4.4,136
111936339X,Web Development & Design,User Experience & Usability,978-1593278786,Validating Product Ideas: Through Lean User Research,Tomer Sharon,44.99,2016-01-19,Rosenfeld Media,4.6,97
1119584701,Programming Languages,CSS,978-1852332211,"HTML, CSS & JavaScript Web Publishing in One Hour a Day, Sams Teach Yourself: Covering HTML5, CSS3, and jQuery",Laura Lemay,44.99,2015-12-31,Sams Publishing,4.5,84
154450053X,Programming Languages,Python,978-0321962874,"Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning (Springer Textbooks in Earth Sciences, Geography and Environment)",Maurizio Petrelli,44.98,2021-09-17,Springer,4.6,5
465050654,Programming Languages,C & C++,978-3030336486,"Programming The Raspberry Pi Pico/W In C, Second Edition",Harry Fairhead,44.95,2022-10-30,I/O Press,4.7,4
